time,lat,lon,fire_weather_index (fwi)
1991-01-01,48.75,13.25,4.4788795
1991-01-01,48.75,13.5,3.5969267
1991-01-01,48.75,13.75,2.7972288
1991-01-01,48.75,14.0,2.5505729
1991-01-01,48.75,14.25,2.733431
1991-01-01,48.75,14.5,3.0478325
1991-01-01,48.75,14.75,3.3526573
1991-01-01,48.75,15.0,3.637201
1991-01-01,49.0,5.75,8.4120455
1991-01-01,49.0,6.0,9.230864
1991-01-01,49.0,6.25,9.952924
1991-01-01,49.0,6.5,10.142713
1991-01-01,49.0,6.75,10.158003
1991-01-01,49.0,7.0,10.180436
1991-01-01,49.0,7.25,10.333021
1991-01-01,49.0,7.5,10.709356
1991-01-01,49.0,7.75,11.187065
1991-01-01,49.0,8.0,11.7500725
1991-01-01,49.0,8.25,11.650556
1991-01-01,49.0,8.5,10.761554
1991-01-01,49.0,8.75,9.48574
1991-01-01,49.0,9.0,8.380417
1991-01-01,49.0,9.25,8.103932
1991-01-01,49.0,9.5,7.7747517
1991-01-01,49.0,9.75,7.244558
1991-01-01,49.0,10.0,6.671458
1991-01-01,49.0,10.25,6.1722
1991-01-01,49.0,10.5,5.8723345
1991-01-01,49.0,10.75,5.5705514
1991-01-01,49.0,11.0,5.5329275
1991-01-01,49.0,11.25,5.3729067
1991-01-01,49.0,11.5,5.105107
1991-01-01,49.0,11.75,4.752708
1991-01-01,49.0,12.0,4.5363793
1991-01-01,49.0,12.25,4.449837
1991-01-01,49.0,12.5,4.1409245
1991-01-01,49.0,12.75,3.5429158
1991-01-01,49.0,13.0,2.762433
1991-01-01,49.0,13.25,2.2092426
1991-01-01,49.0,13.5,2.126119
1991-01-01,49.0,13.75,2.5637152
1991-01-01,49.0,14.0,3.3894806
1991-01-01,49.0,14.25,4.376078
1991-01-01,49.0,14.5,5.0357375
1991-01-01,49.0,14.75,5.1275787
1991-01-01,49.0,15.0,4.904494
1991-01-01,49.25,5.75,8.187597
1991-01-01,49.25,6.0,8.64833
1991-01-01,49.25,6.25,9.040968
1991-01-01,49.25,6.5,9.229848
1991-01-01,49.25,6.75,9.339281
1991-01-01,49.25,7.0,9.660242
1991-01-01,49.25,7.25,10.00262
1991-01-01,49.25,7.5,9.718421
1991-01-01,49.25,7.75,9.304781
1991-01-01,49.25,8.0,9.62097
1991-01-01,49.25,8.25,10.737434
1991-01-01,49.25,8.5,11.426056
1991-01-01,49.25,8.75,10.920594
1991-01-01,49.25,9.0,9.675539
1991-01-01,49.25,9.25,8.700962
1991-01-01,49.25,9.5,7.9025483
1991-01-01,49.25,9.75,7.250549
1991-01-01,49.25,10.0,6.8004403
1991-01-01,49.25,10.25,6.5232506
1991-01-01,49.25,10.5,6.481518
1991-01-01,49.25,10.75,6.476603
1991-01-01,49.25,11.0,6.5201373
1991-01-01,49.25,11.25,6.1884904
1991-01-01,49.25,11.5,5.9050536
1991-01-01,49.25,11.75,6.0638094
1991-01-01,49.25,12.0,6.225766
1991-01-01,49.25,12.25,6.319057
1991-01-01,49.25,12.5,5.6531496
1991-01-01,49.25,12.75,4.9177628
1991-01-01,49.25,13.0,4.2712703
1991-01-01,49.25,13.25,4.022036
1991-01-01,49.25,13.5,4.1882696
1991-01-01,49.25,13.75,4.670361
1991-01-01,49.25,14.0,5.1028614
1991-01-01,49.25,14.25,5.192004
1991-01-01,49.25,14.5,4.924364
1991-01-01,49.25,14.75,4.312671
1991-01-01,49.25,15.0,3.8382907
1991-01-01,49.5,5.75,8.384582
1991-01-01,49.5,6.0,8.705477
1991-01-01,49.5,6.25,8.819051
1991-01-01,49.5,6.5,8.581639
1991-01-01,49.5,6.75,8.010986
1991-01-01,49.5,7.0,8.022851
1991-01-01,49.5,7.25,8.737791
1991-01-01,49.5,7.5,9.95578
1991-01-01,49.5,7.75,10.806149
1991-01-01,49.5,8.0,11.497025
1991-01-01,49.5,8.25,11.724577
1991-01-01,49.5,8.5,11.217468
1991-01-01,49.5,8.75,9.92397
1991-01-01,49.5,9.0,8.607852
1991-01-01,49.5,9.25,8.296817
1991-01-01,49.5,9.5,8.582641
1991-01-01,49.5,9.75,8.970589
1991-01-01,49.5,10.0,9.07559
1991-01-01,49.5,10.25,8.7746315
1991-01-01,49.5,10.5,8.485381
1991-01-01,49.5,10.75,8.107129
1991-01-01,49.5,11.0,7.781859
1991-01-01,49.5,11.25,7.039367
1991-01-01,49.5,11.5,6.3383064
1991-01-01,49.5,11.75,6.0993004
1991-01-01,49.5,12.0,5.848488
1991-01-01,49.5,12.25,5.662875
1991-01-01,49.5,12.5,5.0494084
1991-01-01,49.5,12.75,4.993616
1991-01-01,49.5,13.0,5.5095954
1991-01-01,49.5,13.25,6.0871954
1991-01-01,49.5,13.5,6.01762
1991-01-01,49.5,13.75,5.3720593
1991-01-01,49.5,14.0,4.764632
1991-01-01,49.5,14.25,4.5283675
1991-01-01,49.5,14.5,4.342779
1991-01-01,49.5,14.75,4.199937
1991-01-01,49.5,15.0,4.1754932
1991-01-01,49.75,5.75,7.0571046
1991-01-01,49.75,6.0,7.8613234
1991-01-01,49.75,6.25,8.887259
1991-01-01,49.75,6.5,9.582324
1991-01-01,49.75,6.75,9.337576
1991-01-01,49.75,7.0,9.165787
1991-01-01,49.75,7.25,9.510645
1991-01-01,49.75,7.5,10.832753
1991-01-01,49.75,7.75,11.904617
1991-01-01,49.75,8.0,12.668704
1991-01-01,49.75,8.25,12.801028
1991-01-01,49.75,8.5,12.593058
1991-01-01,49.75,8.75,11.507988
1991-01-01,49.75,9.0,10.086979
1991-01-01,49.75,9.25,9.094579
1991-01-01,49.75,9.5,8.87529
1991-01-01,49.75,9.75,9.105879
1991-01-01,49.75,10.0,9.304333
1991-01-01,49.75,10.25,9.395974
1991-01-01,49.75,10.5,9.152957
1991-01-01,49.75,10.75,8.600995
1991-01-01,49.75,11.0,7.6125116
1991-01-01,49.75,11.25,6.6344132
1991-01-01,49.75,11.5,5.899746
1991-01-01,49.75,11.75,5.61765
1991-01-01,49.75,12.0,5.3808985
1991-01-01,49.75,12.25,5.2438707
1991-01-01,49.75,12.5,5.0687466
1991-01-01,49.75,12.75,5.189373
1991-01-01,49.75,13.0,5.879842
1991-01-01,49.75,13.25,6.5129952
1991-01-01,49.75,13.5,6.5632668
1991-01-01,49.75,13.75,6.2083125
1991-01-01,49.75,14.0,5.9761753
1991-01-01,49.75,14.25,6.103248
1991-01-01,49.75,14.5,6.118008
1991-01-01,49.75,14.75,5.889676
1991-01-01,49.75,15.0,5.544817
1991-01-01,50.0,5.75,7.0571046
1991-01-01,50.0,6.0,7.8613234
1991-01-01,50.0,6.25,8.887259
1991-01-01,50.0,6.5,9.582324
1991-01-01,50.0,6.75,9.337576
1991-01-01,50.0,7.0,9.165787
1991-01-01,50.0,7.25,9.510645
1991-01-01,50.0,7.5,10.832753
1991-01-01,50.0,7.75,11.904617
1991-01-01,50.0,8.0,12.668704
1991-01-01,50.0,8.25,12.801028
1991-01-01,50.0,8.5,12.593058
1991-01-01,50.0,8.75,11.507988
1991-01-01,50.0,9.0,10.086979
1991-01-01,50.0,9.25,9.094579
1991-01-01,50.0,9.5,8.87529
1991-01-01,50.0,9.75,9.105879
1991-01-01,50.0,10.0,9.304333
1991-01-01,50.0,10.25,9.395974
1991-01-01,50.0,10.5,9.152957
1991-01-01,50.0,10.75,8.600995
1991-01-01,50.0,11.0,7.6125116
1991-01-01,50.0,11.25,6.6344132
1991-01-01,50.0,11.5,5.899746
1991-01-01,50.0,11.75,5.61765
1991-01-01,50.0,12.0,5.3808985
1991-01-01,50.0,12.25,5.2438707
1991-01-01,50.0,12.5,5.0687466
1991-01-01,50.0,12.75,5.189373
1991-01-01,50.0,13.0,5.879842
1991-01-01,50.0,13.25,6.5129952
1991-01-01,50.0,13.5,6.5632668
1991-01-01,50.0,13.75,6.2083125
1991-01-01,50.0,14.0,5.9761753
1991-01-01,50.0,14.25,6.103248
1991-01-01,50.0,14.5,6.118008
1991-01-01,50.0,14.75,5.889676
1991-01-01,50.0,15.0,5.544817
1991-01-01,50.25,5.75,5.6291428
1991-01-01,50.25,6.0,5.8580503
1991-01-01,50.25,6.25,6.43012
1991-01-01,50.25,6.5,7.3413415
1991-01-01,50.25,6.75,8.172953
1991-01-01,50.25,7.0,8.804556
1991-01-01,50.25,7.25,9.128132
1991-01-01,50.25,7.5,9.015937
1991-01-01,50.25,7.75,8.761275
1991-01-01,50.25,8.0,8.4324045
1991-01-01,50.25,8.25,8.649397
1991-01-01,50.25,8.5,9.705938
1991-01-01,50.25,8.75,10.604548
1991-01-01,50.25,9.0,10.802872
1991-01-01,50.25,9.25,9.723002
1991-01-01,50.25,9.5,8.836941
1991-01-01,50.25,9.75,8.425852
1991-01-01,50.25,10.0,8.457162
1991-01-01,50.25,10.25,8.783164
1991-01-01,50.25,10.5,8.9643545
1991-01-01,50.25,10.75,8.984504
1991-01-01,50.25,11.0,8.463161
1991-01-01,50.25,11.25,7.493928
1991-01-01,50.25,11.5,6.446771
1991-01-01,50.25,11.75,5.668125
1991-01-01,50.25,12.0,5.518899
1991-01-01,50.25,12.25,5.6348867
1991-01-01,50.25,12.5,5.7883787
1991-01-01,50.25,12.75,5.8975544
1991-01-01,50.25,13.0,6.660077
1991-01-01,50.25,13.25,7.885453
1991-01-01,50.25,13.5,9.377604
1991-01-01,50.25,13.75,9.972921
1991-01-01,50.25,14.0,9.895753
1991-01-01,50.25,14.25,9.381841
1991-01-01,50.25,14.5,9.135142
1991-01-01,50.25,14.75,8.9388075
1991-01-01,50.25,15.0,8.758727
1991-01-01,50.5,5.75,5.4488564
1991-01-01,50.5,6.0,5.0702367
1991-01-01,50.5,6.25,4.869667
1991-01-01,50.5,6.5,5.2079344
1991-01-01,50.5,6.75,6.0505285
1991-01-01,50.5,7.0,6.823153
1991-01-01,50.5,7.25,7.321559
1991-01-01,50.5,7.5,7.4141655
1991-01-01,50.5,7.75,7.3964915
1991-01-01,50.5,8.0,7.3781056
1991-01-01,50.5,8.25,7.6268263
1991-01-01,50.5,8.5,8.3891945
1991-01-01,50.5,8.75,8.750523
1991-01-01,50.5,9.0,8.444195
1991-01-01,50.5,9.25,7.2479973
1991-01-01,50.5,9.5,6.4414787
1991-01-01,50.5,9.75,6.1422696
1991-01-01,50.5,10.0,6.2471576
1991-01-01,50.5,10.25,6.4589415
1991-01-01,50.5,10.5,6.4486103
1991-01-01,50.5,10.75,6.2343354
1991-01-01,50.5,11.0,5.6291585
1991-01-01,50.5,11.25,5.2510233
1991-01-01,50.5,11.5,5.0115557
1991-01-01,50.5,11.75,4.8582187
1991-01-01,50.5,12.0,4.429274
1991-01-01,50.5,12.25,4.0652103
1991-01-01,50.5,12.5,3.6921656
1991-01-01,50.5,12.75,3.4668086
1991-01-01,50.5,13.0,3.9597096
1991-01-01,50.5,13.25,5.4897327
1991-01-01,50.5,13.5,7.919008
1991-01-01,50.5,13.75,9.553291
1991-01-01,50.5,14.0,10.209911
1991-01-01,50.5,14.25,9.850449
1991-01-01,50.5,14.5,9.537332
1991-01-01,50.5,14.75,8.942247
1991-01-01,50.5,15.0,8.168198
1991-01-01,50.75,5.75,6.3223205
1991-01-01,50.75,6.0,6.163392
1991-01-01,50.75,6.25,6.264842
1991-01-01,50.75,6.5,6.695979
1991-01-01,50.75,6.75,7.150492
1991-01-01,50.75,7.0,7.0940785
1991-01-01,50.75,7.25,6.5690775
1991-01-01,50.75,7.5,5.9345703
1991-01-01,50.75,7.75,5.549288
1991-01-01,50.75,8.0,5.5691395
1991-01-01,50.75,8.25,6.008973
1991-01-01,50.75,8.5,6.763495
1991-01-01,50.75,8.75,7.244655
1991-01-01,50.75,9.0,7.299707
1991-01-01,50.75,9.25,6.894125
1991-01-01,50.75,9.5,6.483212
1991-01-01,50.75,9.75,6.1250196
1991-01-01,50.75,10.0,5.904412
1991-01-01,50.75,10.25,5.7138968
1991-01-01,50.75,10.5,5.487725
1991-01-01,50.75,10.75,5.238062
1991-01-01,50.75,11.0,5.168998
1991-01-01,50.75,11.25,5.6731634
1991-01-01,50.75,11.5,6.409088
1991-01-01,50.75,11.75,6.9668775
1991-01-01,50.75,12.0,6.5984874
1991-01-01,50.75,12.25,6.0709047
1991-01-01,50.75,12.5,5.24026
1991-01-01,50.75,12.75,4.5751014
1991-01-01,50.75,13.0,3.8416743
1991-01-01,50.75,13.25,3.5153408
1991-01-01,50.75,13.5,3.617673
1991-01-01,50.75,13.75,3.9557478
1991-01-01,50.75,14.0,4.358198
1991-01-01,50.75,14.25,4.628836
1991-01-01,50.75,14.5,4.7715607
1991-01-01,50.75,14.75,4.317422
1991-01-01,50.75,15.0,3.509524
1991-01-01,51.0,5.75,8.08655
1991-01-01,51.0,6.0,8.360809
1991-01-01,51.0,6.25,8.566974
1991-01-01,51.0,6.5,8.381106
1991-01-01,51.0,6.75,7.5615125
1991-01-01,51.0,7.0,6.441827
1991-01-01,51.0,7.25,5.275896
1991-01-01,51.0,7.5,4.410476
1991-01-01,51.0,7.75,3.934781
1991-01-01,51.0,8.0,3.8535993
1991-01-01,51.0,8.25,4.1627965
1991-01-01,51.0,8.5,4.773359
1991-01-01,51.0,8.75,5.5518503
1991-01-01,51.0,9.0,6.2240233
1991-01-01,51.0,9.25,6.4490795
1991-01-01,51.0,9.5,6.2807255
1991-01-01,51.0,9.75,6.023943
1991-01-01,51.0,10.0,5.917876
1991-01-01,51.0,10.25,6.0947895
1991-01-01,51.0,10.5,6.7186017
1991-01-01,51.0,10.75,7.770526
1991-01-01,51.0,11.0,9.023924
1991-01-01,51.0,11.25,9.4102545
1991-01-01,51.0,11.5,9.020244
1991-01-01,51.0,11.75,7.953032
1991-01-01,51.0,12.0,7.4286804
1991-01-01,51.0,12.25,7.293665
1991-01-01,51.0,12.5,7.31126
1991-01-01,51.0,12.75,6.873047
1991-01-01,51.0,13.0,6.1641917
1991-01-01,51.0,13.25,5.4318376
1991-01-01,51.0,13.5,4.982524
1991-01-01,51.0,13.75,4.76448
1991-01-01,51.0,14.0,4.680827
1991-01-01,51.0,14.25,4.6385717
1991-01-01,51.0,14.5,4.6577067
1991-01-01,51.0,14.75,4.5482445
1991-01-01,51.0,15.0,4.235608
1991-01-01,51.25,5.75,7.466815
1991-01-01,51.25,6.0,7.357411
1991-01-01,51.25,6.25,7.094326
1991-01-01,51.25,6.5,6.5680523
1991-01-01,51.25,6.75,5.8511176
1991-01-01,51.25,7.0,5.098291
1991-01-01,51.25,7.25,4.438346
1991-01-01,51.25,7.5,4.061582
1991-01-01,51.25,7.75,3.8967764
1991-01-01,51.25,8.0,3.707474
1991-01-01,51.25,8.25,3.511044
1991-01-01,51.25,8.5,3.489329
1991-01-01,51.25,8.75,3.9621983
1991-01-01,51.25,9.0,4.6490097
1991-01-01,51.25,9.25,5.009187
1991-01-01,51.25,9.5,5.0382943
1991-01-01,51.25,9.75,5.084967
1991-01-01,51.25,10.0,5.2953606
1991-01-01,51.25,10.25,5.834591
1991-01-01,51.25,10.5,6.539808
1991-01-01,51.25,10.75,7.5467176
1991-01-01,51.25,11.0,8.450981
1991-01-01,51.25,11.25,8.871254
1991-01-01,51.25,11.5,8.949444
1991-01-01,51.25,11.75,8.818564
1991-01-01,51.25,12.0,8.669854
1991-01-01,51.25,12.25,8.573492
1991-01-01,51.25,12.5,8.137327
1991-01-01,51.25,12.75,7.520953
1991-01-01,51.25,13.0,7.2157593
1991-01-01,51.25,13.25,7.308862
1991-01-01,51.25,13.5,7.705136
1991-01-01,51.25,13.75,7.5529823
1991-01-01,51.25,14.0,7.0208025
1991-01-01,51.25,14.25,6.307767
1991-01-01,51.25,14.5,5.8771253
1991-01-01,51.25,14.75,5.803749
1991-01-01,51.25,15.0,5.925256
1991-01-01,51.5,5.75,6.6216693
1991-01-01,51.5,6.0,6.6258783
1991-01-01,51.5,6.25,6.6202955
1991-01-01,51.5,6.5,6.5359364
1991-01-01,51.5,6.75,6.3724813
1991-01-01,51.5,7.0,6.118038
1991-01-01,51.5,7.25,5.836295
1991-01-01,51.5,7.5,5.6792493
1991-01-01,51.5,7.75,5.6480784
1991-01-01,51.5,8.0,5.4886794
1991-01-01,51.5,8.25,5.1022625
1991-01-01,51.5,8.5,4.621408
1991-01-01,51.5,8.75,4.379537
1991-01-01,51.5,9.0,4.3725805
1991-01-01,51.5,9.25,4.5127826
1991-01-01,51.5,9.5,4.5797544
1991-01-01,51.5,9.75,4.5438213
1991-01-01,51.5,10.0,4.4804573
1991-01-01,51.5,10.25,4.372004
1991-01-01,51.5,10.5,4.404825
1991-01-01,51.5,10.75,4.709474
1991-01-01,51.5,11.0,5.5626383
1991-01-01,51.5,11.25,6.603894
1991-01-01,51.5,11.5,7.6180973
1991-01-01,51.5,11.75,8.374364
1991-01-01,51.5,12.0,8.748917
1991-01-01,51.5,12.25,8.873476
1991-01-01,51.5,12.5,8.795957
1991-01-01,51.5,12.75,8.942892
1991-01-01,51.5,13.0,9.073219
1991-01-01,51.5,13.25,8.91378
1991-01-01,51.5,13.5,8.272227
1991-01-01,51.5,13.75,7.7302275
1991-01-01,51.5,14.0,7.4718776
1991-01-01,51.5,14.25,7.557001
1991-01-01,51.5,14.5,7.610187
1991-01-01,51.5,14.75,7.5081205
1991-01-01,51.5,15.0,7.521842
1991-01-01,51.75,5.75,5.51841
1991-01-01,51.75,6.0,5.55599
1991-01-01,51.75,6.25,5.7649136
1991-01-01,51.75,6.5,6.0954785
1991-01-01,51.75,6.75,6.28702
1991-01-01,51.75,7.0,6.326123
1991-01-01,51.75,7.25,6.289484
1991-01-01,51.75,7.5,6.378824
1991-01-01,51.75,7.75,6.457062
1991-01-01,51.75,8.0,6.552678
1991-01-01,51.75,8.25,6.532828
1991-01-01,51.75,8.5,6.1816025
1991-01-01,51.75,8.75,5.499126
1991-01-01,51.75,9.0,4.7525544
1991-01-01,51.75,9.25,4.350889
1991-01-01,51.75,9.5,4.211804
1991-01-01,51.75,9.75,4.1380124
1991-01-01,51.75,10.0,4.0585585
1991-01-01,51.75,10.25,3.797809
1991-01-01,51.75,10.5,3.8336153
1991-01-01,51.75,10.75,4.312307
1991-01-01,51.75,11.0,5.7132745
1991-01-01,51.75,11.25,7.1152816
1991-01-01,51.75,11.5,8.101632
1991-01-01,51.75,11.75,8.294424
1991-01-01,51.75,12.0,8.215466
1991-01-01,51.75,12.25,8.080729
1991-01-01,51.75,12.5,7.989374
1991-01-01,51.75,12.75,8.031155
1991-01-01,51.75,13.0,8.048086
1991-01-01,51.75,13.25,8.0155
1991-01-01,51.75,13.5,7.87743
1991-01-01,51.75,13.75,7.897292
1991-01-01,51.75,14.0,8.08994
1991-01-01,51.75,14.25,8.460323
1991-01-01,51.75,14.5,8.724686
1991-01-01,51.75,14.75,9.03483
1991-01-01,51.75,15.0,9.32533
1991-01-01,52.0,5.75,6.291341
1991-01-01,52.0,6.0,6.3373294
1991-01-01,52.0,6.25,6.369785
1991-01-01,52.0,6.5,6.3046064
1991-01-01,52.0,6.75,6.1362367
1991-01-01,52.0,7.0,6.0651274
1991-01-01,52.0,7.25,6.1357517
1991-01-01,52.0,7.5,6.0996885
1991-01-01,52.0,7.75,5.9930434
1991-01-01,52.0,8.0,5.658267
1991-01-01,52.0,8.25,5.4745817
1991-01-01,52.0,8.5,5.2076726
1991-01-01,52.0,8.75,4.9496937
1991-01-01,52.0,9.0,4.586931
1991-01-01,52.0,9.25,4.434524
1991-01-01,52.0,9.5,4.561296
1991-01-01,52.0,9.75,4.919758
1991-01-01,52.0,10.0,5.1628456
1991-01-01,52.0,10.25,5.2623234
1991-01-01,52.0,10.5,5.30754
1991-01-01,52.0,10.75,5.5845475
1991-01-01,52.0,11.0,5.991171
1991-01-01,52.0,11.25,6.443306
1991-01-01,52.0,11.5,6.6348257
1991-01-01,52.0,11.75,6.676135
1991-01-01,52.0,12.0,6.689349
1991-01-01,52.0,12.25,6.7296276
1991-01-01,52.0,12.5,6.9126105
1991-01-01,52.0,12.75,7.2234626
1991-01-01,52.0,13.0,7.6127205
1991-01-01,52.0,13.25,7.7896004
1991-01-01,52.0,13.5,7.656889
1991-01-01,52.0,13.75,7.4012685
1991-01-01,52.0,14.0,7.2399926
1991-01-01,52.0,14.25,7.3586493
1991-01-01,52.0,14.5,7.554979
1991-01-01,52.0,14.75,7.7542925
1991-01-01,52.0,15.0,7.850656
1991-01-01,52.25,5.75,6.291341
1991-01-01,52.25,6.0,6.3373294
1991-01-01,52.25,6.25,6.369785
1991-01-01,52.25,6.5,6.3046064
1991-01-01,52.25,6.75,6.1362367
1991-01-01,52.25,7.0,6.0651274
1991-01-01,52.25,7.25,6.1357517
1991-01-01,52.25,7.5,6.0996885
1991-01-01,52.25,7.75,5.9930434
1991-01-01,52.25,8.0,5.658267
1991-01-01,52.25,8.25,5.4745817
1991-01-01,52.25,8.5,5.2076726
1991-01-01,52.25,8.75,4.9496937
1991-01-01,52.25,9.0,4.586931
1991-01-01,52.25,9.25,4.434524
1991-01-01,52.25,9.5,4.561296
1991-01-01,52.25,9.75,4.919758
1991-01-01,52.25,10.0,5.1628456
1991-01-01,52.25,10.25,5.2623234
1991-01-01,52.25,10.5,5.30754
1991-01-01,52.25,10.75,5.5845475
1991-01-01,52.25,11.0,5.991171
1991-01-01,52.25,11.25,6.443306
1991-01-01,52.25,11.5,6.6348257
1991-01-01,52.25,11.75,6.676135
1991-01-01,52.25,12.0,6.689349
1991-01-01,52.25,12.25,6.7296276
1991-01-01,52.25,12.5,6.9126105
1991-01-01,52.25,12.75,7.2234626
1991-01-01,52.25,13.0,7.6127205
1991-01-01,52.25,13.25,7.7896004
1991-01-01,52.25,13.5,7.656889
1991-01-01,52.25,13.75,7.4012685
1991-01-01,52.25,14.0,7.2399926
1991-01-01,52.25,14.25,7.3586493
1991-01-01,52.25,14.5,7.554979
1991-01-01,52.25,14.75,7.7542925
1991-01-01,52.25,15.0,7.850656
1991-01-01,52.5,5.75,6.31898
1991-01-01,52.5,6.0,6.371783
1991-01-01,52.5,6.25,6.3951254
1991-01-01,52.5,6.5,6.416312
1991-01-01,52.5,6.75,6.3567457
1991-01-01,52.5,7.0,6.4038296
1991-01-01,52.5,7.25,6.5467787
1991-01-01,52.5,7.5,6.4749317
1991-01-01,52.5,7.75,6.334782
1991-01-01,52.5,8.0,6.018676
1991-01-01,52.5,8.25,5.8917775
1991-01-01,52.5,8.5,5.7349567
1991-01-01,52.5,8.75,5.6163025
1991-01-01,52.5,9.0,5.4063983
1991-01-01,52.5,9.25,5.286065
1991-01-01,52.5,9.5,5.315203
1991-01-01,52.5,9.75,5.508324
1991-01-01,52.5,10.0,5.656891
1991-01-01,52.5,10.25,5.79039
1991-01-01,52.5,10.5,5.9263477
1991-01-01,52.5,10.75,6.046695
1991-01-01,52.5,11.0,6.0235586
1991-01-01,52.5,11.25,5.8044853
1991-01-01,52.5,11.5,5.71165
1991-01-01,52.5,11.75,5.7903185
1991-01-01,52.5,12.0,6.0064383
1991-01-01,52.5,12.25,6.132558
1991-01-01,52.5,12.5,6.1593876
1991-01-01,52.5,12.75,6.226096
1991-01-01,52.5,13.0,6.8116355
1991-01-01,52.5,13.25,7.5695114
1991-01-01,52.5,13.5,8.1776705
1991-01-01,52.5,13.75,8.38236
1991-01-01,52.5,14.0,8.464069
1991-01-01,52.5,14.25,8.534524
1991-01-01,52.5,14.5,8.488144
1991-01-01,52.5,14.75,8.151307
1991-01-01,52.5,15.0,7.7145004
1991-01-01,52.75,5.75,5.0186934
1991-01-01,52.75,6.0,5.614212
1991-01-01,52.75,6.25,6.230257
1991-01-01,52.75,6.5,6.3040705
1991-01-01,52.75,6.75,6.0873146
1991-01-01,52.75,7.0,5.7827587
1991-01-01,52.75,7.25,5.578579
1991-01-01,52.75,7.5,5.5537896
1991-01-01,52.75,7.75,5.6081715
1991-01-01,52.75,8.0,5.6361756
1991-01-01,52.75,8.25,5.5943465
1991-01-01,52.75,8.5,5.575197
1991-01-01,52.75,8.75,5.60722
1991-01-01,52.75,9.0,5.6995163
1991-01-01,52.75,9.25,5.7527
1991-01-01,52.75,9.5,5.6552343
1991-01-01,52.75,9.75,5.4886293
1991-01-01,52.75,10.0,5.353437
1991-01-01,52.75,10.25,5.3076
1991-01-01,52.75,10.5,5.447396
1991-01-01,52.75,10.75,5.713523
1991-01-01,52.75,11.0,6.092684
1991-01-01,52.75,11.25,6.271538
1991-01-01,52.75,11.5,6.26705
1991-01-01,52.75,11.75,6.10021
1991-01-01,52.75,12.0,6.040182
1991-01-01,52.75,12.25,6.0444303
1991-01-01,52.75,12.5,6.149045
1991-01-01,52.75,12.75,6.281049
1991-01-01,52.75,13.0,6.5381656
1991-01-01,52.75,13.25,6.8826785
1991-01-01,52.75,13.5,7.11201
1991-01-01,52.75,13.75,7.368662
1991-01-01,52.75,14.0,7.899656
1991-01-01,52.75,14.25,8.465422
1991-01-01,52.75,14.5,8.896738
1991-01-01,52.75,14.75,8.7595825
1991-01-01,52.75,15.0,8.453731
1991-01-01,53.0,5.75,4.2201552
1991-01-01,53.0,6.0,4.8135033
1991-01-01,53.0,6.25,5.3591475
1991-01-01,53.0,6.5,5.262826
1991-01-01,53.0,6.75,5.023583
1991-01-01,53.0,7.0,4.8703856
1991-01-01,53.0,7.25,4.944242
1991-01-01,53.0,7.5,5.0227685
1991-01-01,53.0,7.75,5.0810475
1991-01-01,53.0,8.0,5.144032
1991-01-01,53.0,8.25,5.1589293
1991-01-01,53.0,8.5,5.1614966
1991-01-01,53.0,8.75,5.100743
1991-01-01,53.0,9.0,5.0130587
1991-01-01,53.0,9.25,4.9429994
1991-01-01,53.0,9.5,4.9384317
1991-01-01,53.0,9.75,5.056672
1991-01-01,53.0,10.0,5.1857595
1991-01-01,53.0,10.25,5.3725114
1991-01-01,53.0,10.5,5.5141077
1991-01-01,53.0,10.75,5.666073
1991-01-01,53.0,11.0,5.710078
1991-01-01,53.0,11.25,5.7015486
1991-01-01,53.0,11.5,5.623289
1991-01-01,53.0,11.75,5.396002
1991-01-01,53.0,12.0,5.22797
1991-01-01,53.0,12.25,5.1330442
1991-01-01,53.0,12.5,5.3340535
1991-01-01,53.0,12.75,5.60207
1991-01-01,53.0,13.0,5.9973354
1991-01-01,53.0,13.25,6.3641353
1991-01-01,53.0,13.5,6.4519567
1991-01-01,53.0,13.75,6.3917947
1991-01-01,53.0,14.0,6.346538
1991-01-01,53.0,14.25,6.3383408
1991-01-01,53.0,14.5,6.367277
1991-01-01,53.0,14.75,6.169815
1991-01-01,53.0,15.0,6.0227504
1991-01-01,53.25,5.75,5.2430005
1991-01-01,53.25,6.0,5.598149
1991-01-01,53.25,6.25,5.8018064
1991-01-01,53.25,6.5,5.332158
1991-01-01,53.25,6.75,4.914439
1991-01-01,53.25,7.0,4.6134105
1991-01-01,53.25,7.25,4.5166965
1991-01-01,53.25,7.5,4.540945
1991-01-01,53.25,7.75,4.6069126
1991-01-01,53.25,8.0,4.628498
1991-01-01,53.25,8.25,4.588413
1991-01-01,53.25,8.5,4.5379457
1991-01-01,53.25,8.75,4.476664
1991-01-01,53.25,9.0,4.4762316
1991-01-01,53.25,9.25,4.520158
1991-01-01,53.25,9.5,4.5894084
1991-01-01,53.25,9.75,4.6593814
1991-01-01,53.25,10.0,4.71011
1991-01-01,53.25,10.25,4.7708015
1991-01-01,53.25,10.5,4.8431177
1991-01-01,53.25,10.75,4.982156
1991-01-01,53.25,11.0,5.169092
1991-01-01,53.25,11.25,5.181988
1991-01-01,53.25,11.5,5.039186
1991-01-01,53.25,11.75,4.7908764
1991-01-01,53.25,12.0,4.655104
1991-01-01,53.25,12.25,4.613458
1991-01-01,53.25,12.5,4.607772
1991-01-01,53.25,12.75,4.644072
1991-01-01,53.25,13.0,4.7776356
