Time,Mean Temperature (K),Std Dev,Uncertainty (K),Mean Quality Level,Non-Zero Count
2019-01-01 12:00:00,275.26,0.58487076,0.36968142,1.0,3.0
2019-01-02 12:00:00,276.07748,0.7534659,0.69653684,1.25,4.0
2019-01-03 12:00:00,274.55426,1.8150611,0.24633448,1.6666666666666667,21.0
2019-01-07 12:00:00,276.675,0.31500244,0.39251563,3.5,2.0
2019-01-14 12:00:00,276.60715,1.9707079,0.5672877,2.1904761904761907,21.0
2019-01-15 12:00:00,276.46375,1.7174307,0.3714281,3.375,16.0
2019-01-16 12:00:00,275.69818,1.1152054,0.2640224,3.090909090909091,22.0
2019-01-18 12:00:00,277.05002,0.7202178,0.38025722,3.1538461538461537,26.0
2019-01-19 12:00:00,275.86798,1.0278182,0.3800616,4.0,5.0
2019-01-20 12:00:00,274.79666,0.66047096,0.26982588,3.1666666666666665,6.0
2019-01-21 12:00:00,277.58728,0.33823797,0.36132976,4.7272727272727275,11.0
2019-01-22 12:00:00,275.90335,0.90724707,0.25293875,3.6666666666666665,3.0
2019-01-23 12:00:00,276.62784,1.4956299,0.42446807,4.304347826086956,23.0
2019-01-25 12:00:00,275.7327,2.114183,0.36062068,2.933333333333333,15.0
2019-01-27 12:00:00,273.90665,0.64973456,0.29298297,1.6666666666666667,3.0
2019-01-28 12:00:00,274.04,1.7137898,0.28660935,2.6666666666666665,12.0
2019-01-29 12:00:00,277.2728,0.9021648,0.34607393,3.72,25.0
2019-01-30 12:00:00,273.96,0.55999756,0.33466476,3.0,2.0
2019-02-04 12:00:00,277.12256,1.1176395,0.56653136,4.487179487179487,39.0
2019-02-05 12:00:00,272.96,0.0,0.209,1.0,1.0
2019-02-08 12:00:00,273.55283,1.0176624,0.32364044,1.326086956521739,46.0
2019-02-09 12:00:00,274.84903,1.5131152,0.24491389,3.0476190476190474,21.0
2019-02-11 12:00:00,271.58,0.0,0.20400001,1.0,1.0
2019-02-12 12:00:00,274.22528,1.0642705,0.24717222,3.210526315789474,19.0
2019-02-13 12:00:00,277.12,0.7090774,0.31178907,4.361702127659575,47.0
2019-02-14 12:00:00,276.1702,1.4037844,0.27559578,3.8043478260869565,46.0
2019-02-15 12:00:00,277.37332,0.6669427,0.3951259,4.416666666666667,48.0
2019-02-16 12:00:00,277.62097,0.32493234,0.37721553,4.064516129032258,31.0
2019-02-17 12:00:00,277.47827,0.7216983,0.39990506,4.121951219512195,41.0
2019-02-18 12:00:00,277.6268,0.39849755,0.28213027,4.0,47.0
2019-02-19 12:00:00,276.11893,0.6198215,0.25400648,3.0217391304347827,46.0
2019-02-20 12:00:00,277.4302,0.6641534,0.3880698,4.111111111111111,45.0
2019-02-21 12:00:00,278.1128,0.5197809,0.29457694,4.116279069767442,43.0
2019-02-23 12:00:00,277.8965,0.8837138,0.32234585,3.9782608695652173,46.0
2019-02-24 12:00:00,277.57574,0.5044421,0.41954085,4.148936170212766,47.0
2019-02-25 12:00:00,278.0758,0.40380865,0.23748975,4.348837209302325,43.0
2019-02-26 12:00:00,277.54688,0.78428763,0.2933021,4.020833333333333,48.0
2019-02-27 12:00:00,278.62582,0.40012476,0.27152073,4.020833333333333,48.0
2019-02-28 12:00:00,279.22552,0.87542623,0.36742145,4.212765957446808,47.0
2019-03-03 12:00:00,276.70267,1.2184011,0.2639764,3.2439024390243905,41.0
2019-03-04 12:00:00,273.94,1.0299988,0.30500165,1.0,2.0
2019-03-05 12:00:00,277.8204,0.3773422,0.35376784,4.416666666666667,24.0
2019-03-06 12:00:00,275.08408,1.0568081,0.25416306,2.5,22.0
2019-03-11 12:00:00,275.17123,1.3672694,0.34233958,3.25,8.0
2019-03-12 12:00:00,278.16476,0.47522968,0.5976649,4.431818181818182,44.0
2019-03-13 12:00:00,277.57,0.5502033,0.36701638,3.142857142857143,7.0
2019-03-16 12:00:00,274.16077,0.68693674,0.265574,1.3076923076923077,13.0
2019-03-17 12:00:00,278.48627,1.3459504,0.1922648,3.9375,16.0
2019-03-18 12:00:00,277.8653,0.8446358,0.24920838,3.9375,32.0
2019-03-19 12:00:00,278.47736,0.3885298,0.38092166,4.529411764705882,34.0
2019-03-20 12:00:00,278.87024,0.48424587,0.3030577,4.348837209302325,43.0
