time,lat,lon,realization,t2m
1940-01-01,48.0,13.5,0,292.15677
1940-01-01,48.0,13.75,0,292.4458
1940-01-01,48.0,14.0,0,292.45483
1940-01-01,48.0,14.25,0,292.55338
1940-01-01,48.0,14.5,0,292.53528
1940-01-01,48.0,14.75,0,292.5862
1940-01-01,48.0,15.0,0,292.30994
1940-01-01,48.25,5.75,0,293.88126
1940-01-01,48.25,6.0,0,293.8092
1940-01-01,48.25,6.25,0,293.8259
1940-01-01,48.25,6.5,0,293.5944
1940-01-01,48.25,6.75,0,293.19995
1940-01-01,48.25,7.0,0,293.01627
1940-01-01,48.25,7.25,0,293.20718
1940-01-01,48.25,7.5,0,294.21475
1940-01-01,48.25,7.75,0,294.22086
1940-01-01,48.25,8.0,0,293.0958
1940-01-01,48.25,8.25,0,291.94125
1940-01-01,48.25,8.5,0,291.2502
1940-01-01,48.25,8.75,0,291.3456
1940-01-01,48.25,9.0,0,291.3817
1940-01-01,48.25,9.25,0,291.4143
1940-01-01,48.25,9.5,0,291.4471
1940-01-01,48.25,9.75,0,291.6146
1940-01-01,48.25,10.0,0,291.89688
1940-01-01,48.25,10.25,0,291.91776
1940-01-01,48.25,10.5,0,291.98123
1940-01-01,48.25,10.75,0,292.14178
1940-01-01,48.25,11.0,0,292.5179
1940-01-01,48.25,11.25,0,292.88812
1940-01-01,48.25,11.5,0,292.69354
1940-01-01,48.25,11.75,0,292.8109
1940-01-01,48.25,12.0,0,293.10654
1940-01-01,48.25,12.25,0,293.37723
1940-01-01,48.25,12.5,0,293.48557
1940-01-01,48.25,12.75,0,293.40393
1940-01-01,48.25,13.0,0,293.17484
1940-01-01,48.25,13.25,0,292.95114
1940-01-01,48.25,13.5,0,293.14774
1940-01-01,48.25,13.75,0,293.48157
1940-01-01,48.25,14.0,0,293.70804
1940-01-01,48.25,14.25,0,293.7065
1940-01-01,48.25,14.5,0,293.6887
1940-01-01,48.25,14.75,0,293.4718
1940-01-01,48.25,15.0,0,293.53238
1940-01-01,48.5,5.75,0,293.6378
1940-01-01,48.5,6.0,0,293.3176
1940-01-01,48.5,6.25,0,293.5802
1940-01-01,48.5,6.5,0,293.70093
1940-01-01,48.5,6.75,0,293.66812
1940-01-01,48.5,7.0,0,293.2103
1940-01-01,48.5,7.25,0,293.02225
1940-01-01,48.5,7.5,0,293.9308
1940-01-01,48.5,7.75,0,294.18448
1940-01-01,48.5,8.0,0,294.0673
1940-01-01,48.5,8.25,0,292.8607
1940-01-01,48.5,8.5,0,292.16357
1940-01-01,48.5,8.75,0,292.25882
1940-01-01,48.5,9.0,0,292.1158
1940-01-01,48.5,9.25,0,292.31247
1940-01-01,48.5,9.5,0,292.07245
1940-01-01,48.5,9.75,0,291.88953
1940-01-01,48.5,10.0,0,292.25378
1940-01-01,48.5,10.25,0,292.42307
1940-01-01,48.5,10.5,0,292.64774
1940-01-01,48.5,10.75,0,292.89856
1940-01-01,48.5,11.0,0,292.92395
1940-01-01,48.5,11.25,0,292.94583
1940-01-01,48.5,11.5,0,293.00766
1940-01-01,48.5,11.75,0,293.0399
1940-01-01,48.5,12.0,0,293.06033
1940-01-01,48.5,12.25,0,293.03403
1940-01-01,48.5,12.5,0,293.08286
1940-01-01,48.5,12.75,0,293.2972
1940-01-01,48.5,13.0,0,293.2103
1940-01-01,48.5,13.25,0,293.18027
1940-01-01,48.5,13.5,0,292.75345
1940-01-01,48.5,13.75,0,292.4909
1940-01-01,48.5,14.0,0,292.37128
1940-01-01,48.5,14.25,0,292.1015
1940-01-01,48.5,14.5,0,291.95285
1940-01-01,48.5,14.75,0,291.59305
1940-01-01,48.5,15.0,0,291.93143
1940-01-01,48.75,5.75,0,293.61026
1940-01-01,48.75,6.0,0,293.5096
1940-01-01,48.75,6.25,0,293.5808
1940-01-01,48.75,6.5,0,293.63004
1940-01-01,48.75,6.75,0,293.66333
1940-01-01,48.75,7.0,0,293.4214
1940-01-01,48.75,7.25,0,293.32553
1940-01-01,48.75,7.5,0,294.00333
1940-01-01,48.75,7.75,0,294.30673
1940-01-01,48.75,8.0,0,294.4214
1940-01-01,48.75,8.25,0,293.28174
1940-01-01,48.75,8.5,0,292.5808
1940-01-01,48.75,8.75,0,292.47812
1940-01-01,48.75,9.0,0,292.66913
1940-01-01,48.75,9.25,0,293.00443
1940-01-01,48.75,9.5,0,292.7358
1940-01-01,48.75,9.75,0,292.30902
1940-01-01,48.75,10.0,0,292.0211
1940-01-01,48.75,10.25,0,292.39163
1940-01-01,48.75,10.5,0,292.72513
1940-01-01,48.75,10.75,0,292.8577
1940-01-01,48.75,11.0,0,292.97903
1940-01-01,48.75,11.25,0,293.11185
1940-01-01,48.75,11.5,0,293.29163
1940-01-01,48.75,11.75,0,293.3965
1940-01-01,48.75,12.0,0,293.4668
1940-01-01,48.75,12.25,0,293.41214
1940-01-01,48.75,12.5,0,293.47806
1940-01-01,48.75,12.75,0,293.30096
1940-01-01,48.75,13.0,0,292.95166
1940-01-01,48.75,13.25,0,292.61996
1940-01-01,48.75,13.5,0,291.65152
1940-01-01,48.75,13.75,0,291.2015
1940-01-01,48.75,14.0,0,291.128
1940-01-01,48.75,14.25,0,291.33936
1940-01-01,48.75,14.5,0,291.8683
1940-01-01,48.75,14.75,0,292.38818
1940-01-01,48.75,15.0,0,292.68204
1940-01-01,49.0,5.75,0,293.3745
1940-01-01,49.0,6.0,0,293.50446
1940-01-01,49.0,6.25,0,293.70245
1940-01-01,49.0,6.5,0,293.59708
1940-01-01,49.0,6.75,0,293.56836
1940-01-01,49.0,7.0,0,293.55563
1940-01-01,49.0,7.25,0,293.55347
1940-01-01,49.0,7.5,0,293.76987
1940-01-01,49.0,7.75,0,294.1454
1940-01-01,49.0,8.0,0,294.51776
1940-01-01,49.0,8.25,0,294.8588
1940-01-01,49.0,8.5,0,294.47992
1940-01-01,49.0,8.75,0,294.18427
1940-01-01,49.0,9.0,0,293.87943
1940-01-01,49.0,9.25,0,293.66953
1940-01-01,49.0,9.5,0,293.09265
1940-01-01,49.0,9.75,0,292.69113
1940-01-01,49.0,10.0,0,292.3673
1940-01-01,49.0,10.25,0,292.5552
1940-01-01,49.0,10.5,0,292.66452
1940-01-01,49.0,10.75,0,292.7476
1940-01-01,49.0,11.0,0,292.8245
1940-01-01,49.0,11.25,0,292.87805
1940-01-01,49.0,11.5,0,292.85867
1940-01-01,49.0,11.75,0,292.8378
1940-01-01,49.0,12.0,0,292.88327
1940-01-01,49.0,12.25,0,292.88828
1940-01-01,49.0,12.5,0,292.90137
1940-01-01,49.0,12.75,0,292.1887
1940-01-01,49.0,13.0,0,291.46213
1940-01-01,49.0,13.25,0,290.44553
1940-01-01,49.0,13.5,0,290.0943
1940-01-01,49.0,13.75,0,290.32175
1940-01-01,49.0,14.0,0,291.33676
1940-01-01,49.0,14.25,0,292.3066
1940-01-01,49.0,14.5,0,293.05734
1940-01-01,49.0,14.75,0,293.251
1940-01-01,49.0,15.0,0,293.12537
1940-01-01,49.25,5.75,0,293.21817
1940-01-01,49.25,6.0,0,293.33194
1940-01-01,49.25,6.25,0,293.55075
1940-01-01,49.25,6.5,0,293.4615
1940-01-01,49.25,6.75,0,293.4879
1940-01-01,49.25,7.0,0,293.5596
1940-01-01,49.25,7.25,0,293.55765
1940-01-01,49.25,7.5,0,293.36584
1940-01-01,49.25,7.75,0,293.59543
1940-01-01,49.25,8.0,0,293.81982
1940-01-01,49.25,8.25,0,294.68005
1940-01-01,49.25,8.5,0,294.71292
1940-01-01,49.25,8.75,0,294.45847
1940-01-01,49.25,9.0,0,293.98123
1940-01-01,49.25,9.25,0,293.5466
1940-01-01,49.25,9.5,0,293.38742
1940-01-01,49.25,9.75,0,293.05057
1940-01-01,49.25,10.0,0,292.96945
1940-01-01,49.25,10.25,0,292.9053
1940-01-01,49.25,10.5,0,292.9617
1940-01-01,49.25,10.75,0,293.17648
1940-01-01,49.25,11.0,0,293.15198
1940-01-01,49.25,11.25,0,293.0867
1940-01-01,49.25,11.5,0,292.9365
1940-01-01,49.25,11.75,0,292.8705
1940-01-01,49.25,12.0,0,293.07617
1940-01-01,49.25,12.25,0,293.00708
1940-01-01,49.25,12.5,0,292.6246
1940-01-01,49.25,12.75,0,292.10144
1940-01-01,49.25,13.0,0,291.47266
1940-01-01,49.25,13.25,0,291.20288
1940-01-01,49.25,13.5,0,291.13998
1940-01-01,49.25,13.75,0,291.22046
1940-01-01,49.25,14.0,0,292.11792
1940-01-01,49.25,14.25,0,292.5446
1940-01-01,49.25,14.5,0,292.5643
1940-01-01,49.25,14.75,0,292.63998
1940-01-01,49.25,15.0,0,292.23203
1940-01-01,49.5,5.75,0,292.89517
1940-01-01,49.5,6.0,0,293.0065
1940-01-01,49.5,6.25,0,293.19464
1940-01-01,49.5,6.5,0,292.85745
1940-01-01,49.5,6.75,0,292.80057
1940-01-01,49.5,7.0,0,292.7864
1940-01-01,49.5,7.25,0,293.12878
1940-01-01,49.5,7.5,0,293.20975
1940-01-01,49.5,7.75,0,293.5287
1940-01-01,49.5,8.0,0,293.91623
1940-01-01,49.5,8.25,0,294.3491
1940-01-01,49.5,8.5,0,294.3635
1940-01-01,49.5,8.75,0,293.8123
1940-01-01,49.5,9.0,0,293.7839
1940-01-01,49.5,9.25,0,293.5308
1940-01-01,49.5,9.5,0,293.71756
1940-01-01,49.5,9.75,0,293.53513
1940-01-01,49.5,10.0,0,293.31882
1940-01-01,49.5,10.25,0,293.22098
1940-01-01,49.5,10.5,0,293.14236
1940-01-01,49.5,10.75,0,293.25247
1940-01-01,49.5,11.0,0,293.22977
1940-01-01,49.5,11.25,0,293.10715
1940-01-01,49.5,11.5,0,292.91467
1940-01-01,49.5,11.75,0,292.8503
1940-01-01,49.5,12.0,0,292.92117
1940-01-01,49.5,12.25,0,292.54947
1940-01-01,49.5,12.5,0,292.09595
1940-01-01,49.5,12.75,0,291.82544
1940-01-01,49.5,13.0,0,292.05154
1940-01-01,49.5,13.25,0,292.16248
1940-01-01,49.5,13.5,0,292.1716
1940-01-01,49.5,13.75,0,291.92273
1940-01-01,49.5,14.0,0,292.0919
1940-01-01,49.5,14.25,0,292.49014
1940-01-01,49.5,14.5,0,292.40982
1940-01-01,49.5,14.75,0,292.3116
1940-01-01,49.5,15.0,0,292.02554
1940-01-01,49.75,5.75,0,292.24805
1940-01-01,49.75,6.0,0,292.49747
1940-01-01,49.75,6.25,0,292.7067
1940-01-01,49.75,6.5,0,292.45828
1940-01-01,49.75,6.75,0,292.47055
1940-01-01,49.75,7.0,0,292.3698
1940-01-01,49.75,7.25,0,292.5575
1940-01-01,49.75,7.5,0,293.07224
1940-01-01,49.75,7.75,0,293.56808
1940-01-01,49.75,8.0,0,293.95398
1940-01-01,49.75,8.25,0,294.15472
1940-01-01,49.75,8.5,0,294.17752
1940-01-01,49.75,8.75,0,293.69955
1940-01-01,49.75,9.0,0,293.7401
1940-01-01,49.75,9.25,0,293.58542
1940-01-01,49.75,9.5,0,293.832
1940-01-01,49.75,9.75,0,293.6511
1940-01-01,49.75,10.0,0,293.7263
1940-01-01,49.75,10.25,0,293.50827
1940-01-01,49.75,10.5,0,293.4304
1940-01-01,49.75,10.75,0,293.43777
1940-01-01,49.75,11.0,0,293.1741
1940-01-01,49.75,11.25,0,292.99954
1940-01-01,49.75,11.5,0,292.77332
1940-01-01,49.75,11.75,0,292.46188
1940-01-01,49.75,12.0,0,292.35184
1940-01-01,49.75,12.25,0,291.9822
1940-01-01,49.75,12.5,0,291.58838
1940-01-01,49.75,12.75,0,291.9678
